ID,0 to 0.5 km,0.5 to 1 km,1 to 1.5 km,1.5 to 2 km,2 to 2.5 km,2.5 to 3 km,3 to 3.5 km,3.5 to 4 km,4 to 4.5 km,4.5 to 5 km,5 to 5.5 km,5.5 to 6 km,6 to 6.5 km,6.5 to 7 km,7 to 7.5 km,7.5 to 8 km,8 to 8.5 km,8.5 to 9 km,9 to 9.5 km,9.5 to 10 km,>10 km
1354,6,28,50,65,48,29,25,11,12,15,11,4,5,3,4,1,1,0,1,0,3
1584,5,29,46,42,50,37,24,15,15,19,10,5,6,5,0,2,1,1,2,2,6
1661,7,34,45,48,41,32,22,24,21,12,7,4,3,3,2,3,6,1,3,0,4
1734,8,29,53,54,32,35,17,26,20,8,8,10,8,4,2,2,0,1,1,0,4
779,5,24,36,66,43,37,27,18,13,14,10,10,5,5,3,2,1,0,0,0,2
946,2,22,54,48,46,31,24,23,11,13,13,7,6,2,4,2,1,2,2,1,7
947,5,30,51,59,41,38,18,15,14,10,13,7,5,5,1,1,0,1,3,1,3
977,8,41,50,44,37,34,22,19,10,11,9,7,7,9,4,3,2,0,1,1,2
1047,5,40,46,38,36,40,14,31,22,5,12,7,4,7,3,3,1,1,0,1,5
1271,6,35,50,48,43,33,29,17,11,9,7,7,8,7,5,0,0,1,0,1,4
1283,8,23,46,61,47,29,25,23,13,7,10,3,5,8,1,4,4,2,0,0,2
1515,5,34,48,43,50,33,24,24,18,14,11,6,4,2,2,0,1,1,0,0,1
1557,9,40,43,62,36,34,14,18,12,9,10,13,4,4,4,3,0,1,2,0,3
147,8,32,52,53,32,27,24,21,18,8,9,5,5,6,4,3,3,0,1,0,9
159,6,23,60,38,37,35,23,20,24,7,9,9,5,7,3,4,0,2,1,2,5
684,7,21,37,55,45,34,29,15,22,16,7,8,6,6,1,3,1,0,0,0,7
1154,10,30,57,55,37,31,21,14,13,15,9,7,8,4,1,2,1,0,2,1,2
1335,2,43,45,52,54,32,19,21,19,8,9,6,2,4,1,0,0,0,1,0,2
1579,9,32,45,57,39,37,25,19,12,10,13,5,2,5,1,2,2,1,2,2,0
679,9,28,48,33,50,30,21,25,16,11,9,4,10,3,3,4,4,1,3,1,6
882,1,23,49,58,44,39,15,25,10,9,10,6,7,3,3,5,1,2,1,3,5
996,8,33,52,32,30,40,23,24,24,12,6,12,5,3,1,2,2,1,0,3,6
1082,3,27,45,52,44,29,21,23,20,12,12,11,3,4,1,5,4,1,0,0,2
1156,10,35,54,46,43,23,22,16,17,9,7,11,7,5,3,5,1,2,2,0,1
1361,7,39,52,46,28,41,30,14,15,11,12,6,5,3,1,4,2,0,1,0,2
1590,7,23,47,47,39,34,34,19,16,13,21,11,3,0,1,1,0,0,2,0,1
424,12,33,46,62,38,24,21,11,14,15,8,6,7,5,4,2,4,1,0,0,5
956,4,32,42,50,32,27,25,24,19,16,11,6,6,4,2,6,4,1,2,1,4
1177,7,42,47,56,39,33,22,13,8,14,12,8,1,3,3,0,2,1,1,0,6
1219,10,37,54,46,49,19,13,24,16,9,9,6,7,4,4,3,4,0,0,0,4
1220,7,32,52,53,50,23,19,20,16,13,10,6,6,4,3,2,1,1,0,0,0
1254,5,36,44,43,37,41,16,19,16,21,8,9,5,5,6,4,1,0,0,0,2
1333,5,30,43,63,43,35,24,16,13,9,10,10,3,4,4,3,1,1,1,0,0
1504,8,30,60,46,45,27,25,17,15,15,7,6,3,7,2,2,0,1,0,1,1
1751,9,40,43,39,48,35,29,17,16,9,11,4,0,4,2,2,2,0,2,1,5
11,11,27,41,53,33,40,20,23,14,7,12,6,8,5,6,1,2,3,1,1,3
128,5,34,33,40,40,35,21,15,18,15,17,7,13,4,6,2,1,2,0,0,9
149,10,21,35,48,32,35,14,34,18,11,16,10,4,10,4,2,2,0,3,2,6
386,6,28,46,50,42,44,19,9,22,6,11,9,2,2,3,2,0,3,2,2,9
976,6,36,47,46,50,27,28,20,12,9,9,5,6,3,5,1,2,1,0,0,4
1199,6,42,49,37,38,40,23,20,12,11,9,8,4,4,4,1,0,1,1,1,6
1266,6,29,42,48,50,33,17,19,13,15,17,5,6,2,7,4,0,0,0,1,3
1427,2,38,47,51,40,30,23,17,23,9,5,8,5,3,2,2,3,0,0,1,8
1495,7,37,36,53,31,32,24,20,21,13,14,7,5,6,5,4,2,0,0,0,0
1592,6,23,49,47,51,30,18,20,14,11,11,6,5,2,5,4,4,1,1,0,9
1088,7,33,44,47,45,33,19,19,24,12,12,3,4,5,3,2,0,1,0,0,3
1127,8,30,44,50,38,34,21,17,22,14,7,5,2,2,6,5,2,2,2,1,4
1152,6,37,49,47,40,34,22,23,17,7,11,2,2,2,7,1,4,1,2,0,2
1244,11,40,43,57,33,34,24,23,12,13,8,3,4,5,4,0,1,0,0,0,1
1567,7,29,41,47,46,31,23,31,18,9,8,9,5,1,3,2,0,3,1,0,2
1682,5,33,58,36,42,36,20,19,16,15,7,6,3,1,7,2,0,1,0,2,7
76,4,35,53,47,33,30,24,14,14,9,14,9,6,7,3,3,1,2,0,1,6
339,3,22,46,52,49,34,24,19,6,14,11,7,2,3,4,3,7,1,2,1,5
367,6,25,44,45,44,36,33,12,19,13,10,5,6,4,3,1,0,0,0,2,7
834,10,32,36,44,44,24,16,29,21,11,14,5,7,3,3,3,2,0,3,1,7
865,10,29,37,61,41,22,12,16,18,12,10,16,2,7,4,2,4,0,1,3,8
1148,7,30,42,51,39,28,32,18,14,15,11,6,8,6,2,0,2,0,0,1,3
1415,6,28,51,46,40,32,25,16,14,11,13,7,3,4,5,2,3,1,1,0,7
1664,3,32,48,56,41,41,21,13,16,8,10,6,9,1,2,0,3,0,1,0,4
5,5,35,47,43,36,41,16,13,16,18,7,11,6,4,3,3,1,0,2,1,6
317,6,32,42,58,36,39,21,18,17,16,3,4,4,3,0,2,2,1,0,0,10
625,10,19,56,57,43,24,25,15,11,12,7,10,5,5,1,2,2,1,2,0,7
680,2,40,52,49,32,32,27,19,14,10,10,9,5,3,2,1,0,1,0,2,4
709,4,33,52,46,36,38,25,15,10,12,13,7,4,3,6,0,2,1,1,1,5
803,5,34,44,44,44,21,29,23,13,11,8,10,8,2,1,0,2,2,2,0,11
935,7,37,33,38,43,23,29,17,23,10,17,5,6,5,3,3,1,4,0,3,7
1071,9,31,43,44,47,30,23,17,15,12,9,11,2,4,1,3,1,2,3,1,6
1121,10,35,47,56,34,27,20,20,13,12,9,7,13,3,1,3,2,0,0,0,2
1259,5,31,50,49,36,31,22,21,19,7,10,8,5,11,3,2,2,0,1,0,1
1270,11,32,41,44,49,30,21,28,9,11,7,11,4,3,6,0,2,0,2,0,3
1289,4,30,51,50,25,40,28,20,22,12,13,3,3,3,4,1,0,2,1,1,1
1375,3,38,45,50,41,22,25,22,16,13,12,8,5,6,3,3,0,0,2,0,0
1536,11,28,46,50,38,35,14,22,15,14,8,10,4,4,2,3,2,3,0,2,3
8,9,29,48,49,42,31,22,17,18,16,8,3,2,2,4,2,1,1,2,0,7
881,10,28,49,41,42,27,16,11,22,9,12,12,11,6,4,7,0,0,2,0,4
1206,6,34,59,39,32,27,19,25,15,10,10,10,3,4,6,2,3,1,3,2,3
1253,6,19,51,50,32,29,23,20,13,19,14,9,9,6,2,4,3,1,1,0,2
1325,8,28,58,62,32,25,19,15,17,11,7,2,9,7,3,1,1,1,1,2,4
1383,7,36,53,48,33,31,18,21,11,13,6,6,7,8,8,2,2,0,1,0,2
1408,4,36,51,48,50,31,24,17,11,10,8,3,5,3,2,2,0,1,0,1,6
1569,4,25,42,46,46,40,21,27,16,12,9,5,7,4,3,4,0,0,0,0,2
1669,7,29,42,58,44,27,29,20,16,13,7,7,4,1,0,1,2,1,0,2,3
360,5,12,41,54,30,43,21,25,19,8,11,13,5,3,5,4,1,1,1,1,9
480,6,26,52,59,36,43,21,21,13,6,4,6,4,1,0,2,0,0,0,2,10
604,6,32,47,47,39,26,22,23,10,19,13,6,4,6,2,3,5,0,1,0,1
724,5,29,59,43,37,35,16,23,14,6,7,10,7,2,9,3,2,2,1,0,2
1064,9,39,52,53,36,33,27,14,18,8,6,2,2,7,2,0,1,0,0,1,2
1114,3,27,39,61,45,21,31,20,12,14,7,4,5,2,3,3,3,2,0,0,10
1197,5,22,57,53,36,36,22,24,12,15,5,6,7,5,1,3,0,1,0,0,2
1198,7,34,44,54,41,28,30,18,14,6,5,4,7,4,2,4,1,1,1,0,7
1245,4,35,34,60,47,32,21,18,10,14,3,10,3,8,3,5,2,0,0,0,3
1516,6,40,46,56,38,30,18,25,11,10,11,7,3,1,2,2,0,1,1,0,4
1559,0,31,51,49,43,36,20,14,17,13,12,7,4,5,3,0,2,2,0,1,2
45,7,22,49,40,54,29,19,18,13,14,12,9,1,2,8,2,0,1,2,1,8
263,8,36,38,50,40,30,18,24,20,12,8,5,4,7,3,2,0,1,1,1,3
823,1,29,43,44,48,29,28,21,21,12,5,7,8,8,1,2,1,0,0,0,3
985,5,24,44,51,44,37,23,16,17,18,4,4,3,4,2,5,1,0,0,4,5
1074,4,36,54,45,42,28,14,18,15,13,9,6,5,6,7,1,3,0,0,0,5
1487,12,28,51,54,33,28,24,23,16,11,7,5,3,4,6,1,1,1,0,1,2
1492,2,36,46,40,40,33,16,23,20,9,10,8,7,3,5,4,2,1,1,1,4
1575,6,30,63,56,32,20,29,22,4,8,11,7,7,2,4,5,1,1,1,1,1
1757,7,30,60,49,40,32,19,22,20,9,5,4,1,4,5,1,0,1,1,0,1
92,4,21,38,48,34,42,18,22,19,15,10,9,6,7,4,3,3,0,0,0,7
295,8,33,50,41,46,29,21,21,15,13,4,5,3,3,3,3,4,1,0,2,5
556,6,35,37,40,22,25,29,23,26,11,7,14,8,5,7,5,0,4,0,1,5
1058,7,34,38,55,46,16,25,18,16,10,10,9,9,6,5,2,2,1,0,0,1
1157,6,33,43,52,48,32,26,13,14,12,6,4,4,5,2,0,2,1,1,1,5
1709,7,32,58,37,35,23,24,22,19,13,7,9,5,4,4,1,3,1,1,1,4
518,11,24,59,51,29,26,25,20,12,5,15,3,9,3,5,2,0,2,0,2,6
640,6,31,44,41,43,24,23,31,15,11,4,5,1,6,3,4,2,3,2,1,9
775,2,34,43,39,36,27,30,21,17,15,8,6,12,4,5,2,0,1,0,0,7
802,12,28,44,48,38,26,23,21,16,10,12,6,6,7,3,2,3,0,1,2,1
896,6,32,29,54,43,35,14,17,14,8,15,13,2,6,5,4,3,0,0,1,8
937,6,29,39,50,47,25,20,19,10,11,13,7,2,4,6,6,3,2,0,0,10
951,7,30,48,53,38,26,24,24,17,10,5,5,1,4,5,2,3,0,1,0,6
1092,6,26,50,51,36,36,21,24,16,11,10,8,5,2,1,2,2,0,0,0,2
1153,6,37,37,60,38,32,15,22,19,14,6,5,1,5,4,2,1,1,0,1,3
1267,6,34,52,42,44,37,21,19,11,12,7,6,3,3,1,2,1,1,3,0,4
30,2,42,40,51,31,31,23,22,16,12,7,7,3,7,6,3,1,1,0,1,2
489,3,25,36,48,33,36,30,19,14,12,9,9,5,6,4,3,1,0,1,0,14
546,12,34,42,44,34,29,20,19,16,11,10,12,2,5,6,4,0,0,0,2,6
952,9,19,52,51,48,26,25,17,17,8,11,8,4,4,4,1,2,0,1,0,1
1073,9,28,33,51,51,27,26,26,10,7,11,6,6,5,7,1,0,0,1,1,2
1075,5,28,56,50,34,38,25,19,16,9,3,6,5,7,3,1,0,0,0,2,1
1164,9,32,46,41,48,27,19,17,18,13,6,13,7,3,2,3,2,1,1,0,0
1200,5,29,57,54,35,28,19,26,12,11,11,4,6,1,4,1,2,1,1,0,1
1668,7,38,28,57,31,35,20,23,19,8,15,8,5,4,2,2,1,1,1,2,1
811,6,34,49,48,35,32,12,19,20,12,11,7,7,4,2,2,2,1,0,1,3
890,6,27,46,40,51,25,24,17,12,12,15,10,4,3,2,3,3,1,0,0,6
927,4,33,44,43,34,39,24,21,15,14,9,12,4,3,2,1,2,1,0,2,0
962,13,34,35,53,44,27,24,17,16,10,8,6,4,1,1,4,1,3,4,0,2
975,7,22,51,51,41,24,17,21,11,11,7,11,6,4,7,6,3,0,2,1,4
1465,7,30,45,49,33,31,32,18,17,10,11,5,3,6,4,1,0,0,1,0,4
1527,5,32,57,44,44,25,18,19,14,13,5,7,7,5,4,2,2,1,2,0,1
1766,7,40,41,51,35,29,21,9,21,15,9,11,3,2,2,6,1,1,0,0,3
144,3,31,47,69,32,27,24,21,10,7,6,5,4,5,2,1,2,1,3,1,5
273,4,40,41,51,30,24,24,23,17,11,8,6,4,3,4,2,4,0,3,1,6
287,6,37,41,44,37,23,21,19,24,15,7,7,2,5,4,3,0,0,2,2,7
472,6,23,41,36,41,31,28,12,16,8,17,7,8,7,3,4,0,2,0,1,15
573,11,32,50,48,34,28,24,13,13,14,7,7,6,4,1,2,1,0,2,0,9
631,10,27,43,42,33,21,25,14,13,13,13,9,12,10,5,3,3,4,2,0,4
1112,4,26,43,49,48,35,27,22,21,8,3,7,5,1,4,1,0,0,0,0,2
1159,5,35,43,48,35,26,30,17,19,8,14,9,6,1,1,2,3,0,0,1,3
1174,1,44,44,43,40,29,24,16,17,16,7,6,6,5,2,2,1,3,0,0,0
1187,4,36,48,49,42,28,21,17,20,9,7,7,5,3,2,2,1,0,1,1,3
1314,3,27,39,64,39,31,22,22,21,7,8,2,4,5,2,2,3,0,2,0,3
1324,6,25,51,57,47,28,21,16,13,4,10,5,4,3,5,1,2,1,2,3,2
1365,12,36,46,45,38,29,28,21,12,10,7,10,4,2,1,1,0,1,0,0,3
1722,5,37,40,58,34,19,15,30,12,13,14,7,4,9,2,1,0,2,1,1,2
19,8,32,33,56,51,14,15,21,25,16,12,8,5,2,0,2,0,0,0,2,3
859,6,24,40,47,41,28,22,15,17,17,11,6,2,2,5,4,1,3,3,2,9
1113,5,29,59,45,36,27,20,18,16,15,10,7,5,6,1,1,2,0,1,0,2
1274,6,37,50,36,29,24,24,26,19,10,17,4,7,2,3,1,2,4,0,1,3
1432,3,35,31,63,38,31,17,22,13,15,5,5,5,5,6,5,4,1,1,0,0
1633,9,38,51,43,41,22,18,22,22,10,10,5,3,1,4,2,2,0,0,0,2
146,3,30,40,55,29,30,20,25,16,13,8,5,7,6,1,5,4,3,1,1,2
398,8,20,48,38,41,39,23,19,14,10,8,6,5,10,3,4,2,1,0,2,3
1072,5,41,50,43,40,31,25,14,12,13,3,11,4,0,1,1,1,2,2,2,3
1120,7,26,57,45,32,37,21,18,17,16,8,3,2,2,3,2,2,2,0,0,4
1215,9,30,48,49,36,32,17,21,16,13,11,3,2,6,4,3,0,0,0,0,4
1398,3,37,49,54,42,37,21,19,11,8,4,4,6,2,0,1,1,0,1,1,3
1502,4,39,43,51,48,30,25,17,10,10,7,3,4,3,3,1,2,0,0,1,3
1694,4,32,43,54,40,26,26,20,15,11,4,9,7,5,0,2,2,1,0,1,2
214,3,36,35,46,46,22,23,20,8,11,13,6,5,4,6,6,3,1,1,1,7
231,7,35,35,47,49,23,22,18,9,13,12,10,4,4,4,2,0,1,0,2,6
419,4,24,40,48,47,23,31,21,13,10,7,8,6,2,3,2,2,0,1,1,10
458,5,27,43,50,42,21,25,22,12,11,12,2,9,5,3,1,2,1,3,0,7
941,7,21,50,50,38,21,23,16,18,8,11,9,4,8,3,4,4,2,2,1,3
1086,4,36,39,60,42,25,25,15,13,14,7,7,3,4,4,0,2,1,0,0,2
1141,7,35,38,47,41,33,32,23,8,10,6,2,9,4,1,4,1,0,0,0,2
1287,8,36,42,41,42,42,16,13,15,9,7,7,6,8,2,0,1,3,0,2,3
1351,5,35,57,44,40,16,21,22,14,6,8,6,5,7,4,0,4,3,1,0,5
1369,7,33,47,41,41,34,17,22,9,8,10,10,2,7,1,3,2,0,1,2,6
1488,3,41,41,48,37,29,26,18,14,9,7,4,7,4,2,1,2,1,1,2,6
1544,8,34,48,45,33,32,20,14,15,12,12,6,8,5,4,1,1,0,0,1,4
1767,7,29,45,38,36,40,17,20,14,15,7,8,6,4,3,1,5,1,0,1,6
261,8,17,39,44,49,41,18,24,15,5,7,7,3,3,1,4,1,3,0,2,11
432,8,20,39,43,32,30,30,28,15,10,14,6,4,6,5,1,1,2,0,1,7
601,3,24,35,53,40,31,26,25,16,9,10,3,6,2,4,3,1,1,0,0,10
1003,4,28,44,34,35,39,21,15,17,11,12,8,10,3,4,5,1,3,1,0,7
1059,8,22,40,38,42,43,25,15,16,12,7,7,5,5,3,4,3,1,2,1,3
1315,5,23,54,40,39,27,18,13,23,5,6,9,11,4,6,8,0,2,0,0,9
1561,5,30,54,45,32,30,22,15,19,9,6,6,6,2,6,2,3,1,1,1,7
1617,4,22,58,42,44,23,23,20,14,16,11,9,3,4,3,4,1,0,0,0,1
998,6,27,45,54,33,27,16,22,24,10,8,7,6,2,1,5,3,1,0,1,3
1022,7,33,36,44,39,30,25,12,11,15,14,11,4,7,4,5,0,0,1,0,3
1294,6,28,56,46,28,25,22,24,15,11,12,7,5,5,3,3,1,2,1,0,1
1448,10,27,59,43,39,28,22,13,13,11,11,3,4,6,3,3,0,2,1,0,3
1469,4,26,33,53,52,23,15,20,12,19,10,10,7,7,1,2,2,1,1,0,3
1498,5,33,45,47,34,25,33,17,17,11,7,7,4,4,4,4,0,2,0,0,2
1530,4,25,49,50,41,27,23,25,11,9,6,2,9,6,2,2,0,2,1,2,5
1753,11,41,42,44,40,23,18,16,9,17,8,9,8,2,0,1,4,2,0,2,4
9,8,22,36,38,47,22,22,22,17,11,10,9,4,5,8,3,2,1,1,0,12
87,6,36,53,50,43,27,18,17,8,7,8,10,2,3,1,2,1,0,1,0,7
155,6,32,42,48,36,21,27,20,13,10,8,10,6,4,3,3,3,1,0,0,7
486,9,24,41,47,48,24,24,15,19,11,9,6,5,4,4,2,1,0,0,1,6
617,7,33,47,42,43,36,21,24,13,8,8,6,2,2,2,1,1,1,0,0,3
727,4,26,35,50,27,33,30,25,16,10,10,6,3,6,3,4,1,1,1,1,8
1046,8,29,34,56,49,31,32,7,8,9,6,3,5,3,7,3,0,1,1,0,8
1349,3,22,63,42,42,33,24,19,15,8,9,6,5,2,2,0,1,1,0,0,3
1645,8,35,48,52,39,27,15,15,13,9,9,4,3,5,4,5,1,2,1,3,2
230,5,31,47,44,34,32,25,18,11,13,11,3,3,5,5,1,5,0,0,1,5
479,7,30,48,50,37,35,28,15,8,10,9,3,0,6,1,3,1,3,0,0,5
758,6,31,37,44,38,32,25,19,16,10,9,5,7,3,5,1,0,0,1,2,8
1056,7,29,41,65,38,32,24,8,14,9,9,4,5,0,7,2,0,0,0,0,5
1285,7,28,53,51,29,32,18,24,8,13,5,8,7,3,3,1,2,0,1,0,6
1343,4,26,38,43,39,36,21,23,12,10,13,9,6,2,5,6,1,2,1,0,2
1692,5,31,38,52,39,34,17,16,17,11,10,5,9,2,3,3,3,1,0,1,2
204,6,36,54,48,39,22,21,17,9,13,12,7,1,0,0,4,0,0,2,3,4
444,7,30,33,44,46,19,30,11,19,12,11,7,9,3,5,2,4,0,2,0,4
1009,9,27,40,44,47,27,22,20,12,9,11,4,8,1,3,3,2,0,1,3,5
1241,4,23,50,40,42,27,12,17,14,15,15,7,8,4,7,3,0,1,2,3,4
1381,5,38,31,52,38,27,26,18,12,13,8,5,7,4,4,1,3,1,1,1,3
1419,6,40,49,36,39,29,23,22,11,12,10,2,6,3,2,1,2,1,0,0,4
1485,3,36,55,37,33,51,9,14,15,9,8,6,4,6,1,2,3,0,2,2,2
1509,2,34,44,40,53,27,19,20,10,13,8,5,5,3,5,3,1,0,2,0,4
1570,8,43,53,37,36,26,27,19,7,11,10,6,4,2,1,2,0,0,2,3,1
1663,6,38,45,45,44,29,24,13,15,12,2,7,4,4,3,2,0,1,1,1,2
797,5,24,49,54,35,25,21,14,13,14,16,5,3,5,1,5,3,0,1,0,4
993,6,28,54,52,34,30,15,20,14,15,5,7,3,1,2,1,3,1,2,0,4
1079,7,35,35,30,40,26,14,25,21,10,13,8,3,4,6,4,4,2,3,1,6
1108,4,29,33,48,39,32,30,20,15,11,9,7,1,9,1,0,4,0,1,1,3
1227,4,36,50,47,46,26,23,16,8,11,6,2,4,2,4,1,1,2,2,0,6
1759,12,38,50,51,44,27,19,20,7,4,5,2,4,3,0,2,3,1,1,0,4
292,8,42,43,38,44,26,18,15,17,7,8,9,5,5,1,1,0,1,1,0,7
545,4,28,37,48,42,34,25,22,15,7,8,9,3,4,0,1,3,0,0,1,5
635,6,22,33,48,34,24,27,25,21,10,9,7,3,1,3,1,1,1,0,3,17
1364,1,27,48,50,43,24,25,22,16,9,7,6,3,5,2,4,1,0,0,0,3
1513,6,38,46,51,31,33,19,9,18,6,7,11,7,3,3,1,2,0,1,0,4
1712,4,33,35,59,36,27,23,21,9,13,7,6,8,5,3,2,1,1,1,0,2
1755,9,37,55,40,30,22,26,15,18,8,10,6,4,7,2,1,3,1,0,1,1
139,6,22,53,47,36,29,17,21,18,9,5,7,5,1,2,2,3,5,1,2,4
754,3,23,36,41,35,38,21,17,29,4,11,9,6,5,2,5,2,1,0,0,7
1002,7,28,37,48,38,29,18,20,22,11,5,6,3,4,4,4,1,1,2,1,6
1262,11,18,34,45,45,30,12,20,17,11,19,7,4,6,1,6,1,0,0,2,6
1400,4,35,43,45,38,23,19,22,14,11,14,5,5,5,0,1,3,1,0,1,6
1451,3,27,57,38,52,23,21,16,17,13,4,8,2,3,1,0,1,0,1,1,7
1680,7,39,37,47,37,24,32,12,14,13,12,6,2,5,1,0,1,0,1,0,5
1735,6,32,42,48,39,24,20,25,14,10,16,4,6,3,1,3,2,0,0,0,0
182,6,29,44,39,38,27,18,23,17,10,9,7,4,5,4,2,5,0,1,1,5
832,3,30,42,39,38,42,18,16,13,11,9,10,2,3,7,4,0,1,1,0,5
1062,2,31,49,59,28,22,20,22,13,9,6,10,6,2,4,2,1,3,0,0,5
1223,12,28,42,45,38,31,20,18,11,10,13,5,6,4,1,3,2,0,1,1,3
1258,5,30,54,45,48,26,19,17,11,8,4,3,5,4,7,2,2,1,0,0,3
1300,3,28,51,53,30,27,30,23,13,8,7,4,6,3,0,1,3,0,1,0,3
1357,4,34,39,39,42,19,24,16,15,16,6,10,5,3,6,6,1,0,0,1,8
1390,6,34,45,39,37,33,23,20,4,9,7,3,9,5,6,1,2,2,2,0,7
1430,11,26,46,46,33,30,23,13,11,13,13,6,6,5,1,3,3,2,0,1,2
1532,3,41,44,52,41,22,24,17,10,14,6,6,4,3,1,1,2,0,1,1,1
1690,10,22,65,51,32,21,24,22,14,7,5,6,7,3,0,1,1,1,0,0,2
1701,9,40,38,41,42,28,19,19,15,9,11,3,4,3,4,3,1,2,2,0,1
1703,6,30,40,41,34,31,17,16,23,18,10,4,3,6,4,0,1,2,2,1,5
618,3,25,45,47,35,23,19,25,12,17,8,8,1,7,1,8,2,0,4,0,3
864,6,28,32,56,36,38,20,15,15,11,8,6,4,6,1,0,4,1,1,1,4
1115,8,33,40,56,40,25,22,17,9,11,10,6,6,1,2,3,1,1,1,0,1
1144,7,33,42,47,40,26,23,19,16,11,7,5,7,2,2,0,0,2,0,0,4
1330,5,26,43,39,45,32,19,23,16,15,8,3,1,2,2,1,1,2,1,1,8
1618,4,45,32,42,46,33,21,16,15,9,8,6,5,4,0,0,0,0,1,1,5
741,5,29,46,45,29,22,23,24,14,10,9,8,7,5,9,2,0,0,2,0,3
784,7,30,39,41,41,27,27,17,17,14,2,6,4,4,4,3,1,0,1,1,6
1024,6,28,61,45,38,30,18,17,13,16,9,1,1,1,2,2,0,0,0,1,3
1376,8,31,38,53,29,36,23,13,13,7,9,8,9,6,1,2,0,0,1,2,3
1468,4,21,65,52,38,25,17,20,16,4,11,3,4,1,3,2,2,0,1,0,3
1486,5,27,51,50,37,29,25,11,15,8,5,8,8,5,3,1,3,0,0,0,1
1654,9,29,41,43,38,34,19,18,18,7,9,8,4,2,4,1,1,1,0,2,4
594,5,32,42,45,39,28,20,17,10,8,11,8,4,2,11,1,1,2,2,1,2
605,8,29,44,49,46,26,20,22,11,8,4,6,5,3,1,1,2,2,0,0,4
691,4,38,44,39,41,27,15,24,11,11,6,10,6,1,2,2,2,0,3,1,4
1080,12,26,49,41,44,19,23,15,19,12,7,4,5,9,1,2,0,0,1,0,2
1359,6,35,40,51,37,23,20,16,16,11,6,6,2,7,1,3,4,0,1,1,5
1539,8,26,48,52,35,21,18,23,11,17,7,4,8,3,3,5,0,0,0,0,2
48,9,27,45,40,39,33,23,15,15,7,12,5,3,4,2,3,4,2,0,0,2
218,8,25,43,52,29,20,25,19,19,12,4,5,6,8,2,1,1,1,1,3,6
560,5,26,32,42,48,28,23,14,15,13,9,4,8,4,2,1,2,2,2,0,10
756,7,27,46,46,42,27,18,27,9,12,9,7,4,0,3,4,0,0,0,0,2
1015,27,44,44,33,32,23,16,14,7,7,10,5,2,5,3,1,1,2,3,3,8
1020,6,33,39,37,45,27,31,22,17,5,5,5,4,2,3,3,3,1,0,0,2
1090,9,26,35,57,30,31,21,18,9,11,7,6,9,5,4,5,0,1,0,1,5
1499,5,39,41,43,28,37,19,13,19,18,12,3,2,2,2,0,0,0,2,0,5
1525,7,26,46,56,40,24,23,14,6,10,7,6,6,2,4,5,1,2,0,1,4
1670,4,29,49,43,45,28,17,24,17,11,7,1,4,1,2,3,2,0,1,0,2
1700,7,28,41,45,25,14,21,20,14,12,10,16,9,8,3,3,2,1,1,1,9
320,3,27,41,35,32,20,30,20,19,11,8,8,6,4,5,2,3,3,1,2,9
1207,6,35,48,39,39,21,24,22,11,12,10,4,3,3,2,2,2,0,1,1,4
1256,4,23,46,40,33,23,18,26,16,25,7,8,4,4,3,1,4,0,0,0,4
1378,3,32,37,43,35,25,15,24,21,20,9,7,3,4,5,1,2,0,1,0,2
1546,4,27,45,50,31,25,26,18,16,16,5,3,5,3,2,0,1,3,0,1,8
1553,6,31,51,41,38,28,26,15,14,8,9,6,4,1,5,1,0,0,1,1,3
1646,6,37,40,45,42,27,22,18,12,5,9,11,3,2,3,2,1,1,0,0,3
1671,6,33,47,38,34,23,30,17,11,7,9,7,5,7,2,4,2,2,0,3,2
855,3,29,47,53,35,28,19,9,15,14,9,3,3,5,4,0,3,0,0,0,9
899,7,23,36,44,45,28,24,16,17,18,6,3,5,2,5,3,1,1,0,1,3
950,7,31,38,51,42,26,13,18,14,13,12,8,3,3,1,1,1,1,1,2,2
1217,3,29,32,45,51,32,27,16,10,15,9,4,3,3,2,3,0,1,0,1,2
1350,7,25,37,48,37,25,32,16,19,8,8,5,3,3,1,6,1,2,0,0,5
1599,2,26,46,48,28,29,16,18,19,18,11,8,6,5,5,1,0,0,0,0,2
1619,5,30,42,48,44,28,16,20,13,16,6,7,3,1,1,2,1,0,3,1,1
251,8,26,38,38,44,23,27,24,18,9,9,3,5,7,0,1,3,0,1,0,3
826,1,28,41,44,26,34,25,19,17,11,9,9,5,4,2,4,1,1,0,0,6
1162,5,28,49,33,45,38,17,21,13,8,8,9,3,1,2,1,2,0,1,0,3
1307,1,27,36,47,47,29,24,21,9,2,16,8,6,4,2,1,2,3,0,0,2
1548,7,22,49,52,36,22,29,21,17,6,3,6,3,5,1,0,3,1,1,1,2
1558,11,34,32,48,35,20,25,14,12,13,13,5,7,2,5,5,2,1,0,0,3
1568,8,32,47,49,30,25,20,12,15,12,7,10,6,5,2,2,1,1,1,0,2
1601,3,26,53,49,36,23,24,18,5,9,13,9,5,2,5,2,1,1,1,0,2
1699,5,42,48,36,39,28,24,11,8,11,13,6,4,3,1,3,1,0,2,0,2
908,2,26,45,50,34,33,23,18,16,9,4,4,2,6,3,4,1,0,0,2,4
1025,6,39,40,47,39,16,21,13,14,10,12,8,8,8,0,3,0,0,1,0,1
1111,7,15,52,50,42,36,16,15,13,10,4,5,7,2,5,1,1,1,0,0,4
