ID,0 to 0.5 km,0.5 to 1 km,1 to 1.5 km,1.5 to 2 km,2 to 2.5 km,2.5 to 3 km,3 to 3.5 km,3.5 to 4 km,4 to 4.5 km,4.5 to 5 km,5 to 5.5 km,5.5 to 6 km,6 to 6.5 km,6.5 to 7 km,7 to 7.5 km,7.5 to 8 km,8 to 8.5 km,8.5 to 9 km,9 to 9.5 km,9.5 to 10 km,>10 km
418,7,29,53,73,59,37,31,20,18,11,12,11,7,9,3,3,0,1,2,0,10
466,11,41,58,79,41,31,18,30,23,14,9,11,3,6,5,3,3,4,1,1,4
840,8,30,50,65,51,48,32,23,22,15,11,12,3,7,2,3,4,0,0,2,8
862,2,32,59,68,53,33,34,21,23,17,10,9,7,8,5,4,0,2,0,2,7
1039,9,36,45,60,47,40,34,24,20,15,11,11,4,11,5,8,3,2,2,0,9
468,3,43,58,59,50,48,33,23,18,13,11,5,11,5,2,3,4,1,0,0,5
484,8,30,45,71,44,42,31,27,24,13,8,14,5,3,1,0,4,1,0,1,23
665,6,34,58,53,62,41,39,19,17,16,14,6,7,7,0,2,1,3,0,2,8
986,7,41,45,52,53,42,23,27,23,16,18,7,13,7,5,3,1,2,1,4,5
62,9,39,59,53,55,54,31,22,12,9,11,11,5,6,3,3,2,1,1,4,4
122,10,34,61,69,56,36,25,25,18,13,8,10,8,6,4,4,2,0,0,1,4
299,16,49,59,55,52,31,35,20,19,16,13,7,4,4,4,2,2,1,2,0,3
854,10,32,60,51,54,39,31,20,26,13,19,10,3,10,3,4,2,2,0,1,4
85,12,45,61,62,40,31,31,20,21,18,10,8,13,4,3,6,1,1,1,0,5
186,5,26,59,53,58,46,31,22,18,17,13,6,11,3,6,5,4,0,1,1,8
352,7,48,48,44,67,38,32,26,8,12,8,8,9,6,11,3,1,1,1,0,15
433,10,35,54,68,42,40,22,31,22,14,14,8,4,3,4,2,4,3,1,2,10
548,11,36,61,48,52,40,34,27,16,8,12,15,5,3,8,4,0,5,1,0,7
627,9,35,46,48,60,44,35,34,19,15,9,5,7,7,6,4,3,1,0,2,4
667,8,45,64,73,46,35,23,26,17,16,6,6,6,2,3,1,4,1,3,2,6
767,6,43,49,71,55,40,29,21,19,18,7,9,1,6,4,1,1,3,1,0,9
938,10,30,49,52,47,44,21,28,32,16,21,11,9,8,3,2,4,0,0,3,3
1238,8,38,58,41,56,39,25,31,29,15,13,10,7,3,4,7,2,1,1,2,3
382,10,30,51,65,56,45,21,29,27,11,13,4,8,9,1,5,0,1,0,2,4
436,10,31,52,72,51,49,22,24,18,15,10,13,6,0,2,2,2,0,1,0,12
495,8,41,55,61,47,44,23,24,11,13,15,13,8,4,7,2,3,1,1,1,10
685,10,43,68,52,46,25,21,32,22,18,13,6,4,7,6,1,2,3,4,1,8
776,9,29,57,52,70,33,25,23,31,8,9,9,11,5,6,2,0,3,0,0,10
25,8,40,52,75,50,39,26,27,15,11,9,5,6,7,5,6,2,1,1,3,3
72,8,40,49,65,46,43,29,26,16,18,9,9,5,5,3,2,2,4,2,3,7
148,8,36,52,54,52,43,25,23,17,17,13,12,10,3,2,3,2,2,2,2,13
177,11,38,61,68,52,34,28,29,14,9,16,6,6,5,3,4,2,3,0,0,2
305,10,41,41,57,47,44,30,28,28,12,6,13,6,3,9,2,4,0,0,1,9
389,7,39,52,76,48,36,25,26,22,17,9,9,5,4,4,5,1,2,0,0,4
474,6,35,65,72,43,36,23,24,15,14,8,13,5,3,6,3,3,2,3,0,12
504,9,37,56,58,43,40,27,28,19,9,19,12,4,6,7,0,2,1,3,0,11
825,8,37,53,68,46,40,25,24,18,15,14,10,3,3,7,3,1,1,3,2,10
901,4,30,64,56,52,38,26,32,21,10,12,11,7,12,3,2,1,2,0,0,8
942,10,40,52,75,50,32,28,28,23,8,11,6,5,2,5,4,1,2,1,1,7
1021,8,42,65,53,53,35,24,22,25,16,7,5,10,10,1,3,1,3,2,1,5
137,10,41,41,58,54,42,30,17,16,18,17,13,10,6,4,2,1,1,2,4,3
587,8,41,64,76,43,37,23,18,16,16,7,8,8,4,2,1,6,0,2,2,8
835,5,37,59,61,55,40,29,30,13,8,14,9,8,3,2,4,1,1,2,3,6
168,13,42,49,53,46,45,31,20,24,16,14,6,8,4,6,4,1,3,0,3,1
393,17,45,74,61,31,33,29,20,13,16,13,9,5,4,3,3,2,2,0,1,8
454,7,34,46,71,46,43,25,32,14,18,5,9,9,6,9,1,2,1,1,3,7
525,9,33,50,51,56,37,34,25,19,21,9,9,9,5,2,3,3,1,0,2,11
554,14,24,54,63,49,37,28,21,22,15,17,8,8,9,4,3,2,5,1,0,5
712,5,29,45,65,44,39,35,24,22,18,9,19,6,6,4,4,0,2,1,2,10
841,7,28,51,64,54,44,33,23,20,12,13,5,6,4,1,5,2,3,5,1,8
1201,8,34,77,66,37,42,22,28,19,17,10,4,5,3,4,4,4,0,0,1,4
107,5,44,60,72,38,31,22,26,28,10,15,3,5,2,9,1,0,2,2,4,9
167,11,37,41,64,42,45,29,31,20,19,9,2,10,5,6,2,4,1,2,0,8
196,9,43,66,50,44,35,34,27,21,12,4,13,6,6,4,2,5,0,1,0,6
280,12,42,49,56,46,37,28,12,24,20,12,14,6,8,8,2,2,3,4,2,1
438,11,45,45,70,42,39,27,22,18,7,13,7,12,7,6,2,2,2,2,4,5
447,5,30,46,60,55,44,28,20,26,15,13,15,8,5,2,5,3,2,2,1,3
766,6,47,56,64,51,40,35,17,17,7,10,11,5,6,4,5,2,0,0,1,4
853,11,38,51,54,60,37,27,24,22,13,15,5,5,2,2,1,4,2,4,1,10
905,6,34,46,62,51,56,26,26,15,12,17,4,3,6,5,7,1,1,3,0,7
957,4,42,53,61,57,36,31,27,15,19,15,7,4,7,2,3,2,1,1,1,0
1179,4,52,68,68,49,32,21,17,19,18,12,7,3,7,4,3,1,0,0,1,2
481,9,36,56,60,54,37,28,25,20,11,9,7,4,7,7,4,3,2,0,1,7
1069,12,40,55,69,56,42,20,29,11,12,8,9,4,10,4,2,1,0,1,1,1
96,6,36,50,69,46,39,17,29,18,16,19,9,9,4,1,4,0,3,1,0,10
506,5,41,46,66,43,43,29,27,28,13,9,4,3,5,5,3,1,4,0,2,9
609,4,35,59,56,51,48,25,19,19,15,15,7,7,5,3,7,0,1,1,0,9
659,5,31,61,68,51,35,20,28,18,11,17,6,5,8,6,2,2,3,0,2,7
761,11,43,57,70,46,40,16,22,17,8,11,10,8,8,5,4,2,2,0,2,4
774,9,35,55,47,50,39,40,24,19,18,8,10,10,5,6,3,1,2,0,2,3
820,5,33,58,65,56,45,22,23,19,11,14,5,6,8,3,5,2,0,1,1,4
992,3,43,56,52,41,43,34,24,18,14,14,4,9,11,5,1,2,2,1,0,9
1263,6,31,66,83,51,35,20,22,23,10,11,7,4,2,3,4,1,1,2,1,3
75,11,40,60,60,50,32,21,19,20,11,8,5,9,6,4,4,2,0,1,4,18
119,7,31,53,63,55,35,27,20,17,19,13,9,4,9,2,2,1,3,3,1,11
358,14,48,54,64,49,30,27,24,13,9,8,5,6,4,11,3,3,2,1,0,10
536,3,42,47,54,45,32,37,30,21,19,16,8,7,5,7,3,0,0,0,1,8
828,4,38,48,65,46,33,36,24,24,18,12,9,4,8,4,4,1,0,1,0,6
979,7,30,55,61,46,35,36,33,18,10,15,9,7,5,2,0,1,5,2,0,8
103,6,47,47,70,47,33,30,26,20,13,14,7,1,5,3,3,2,1,2,1,6
549,8,28,53,73,51,26,32,25,22,12,11,8,3,9,4,4,3,1,1,1,9
681,6,45,58,72,61,34,18,19,9,11,13,7,5,7,5,3,2,2,1,1,5
763,7,43,61,65,47,38,26,29,9,11,7,3,6,9,1,3,4,0,4,2,9
954,6,38,56,62,44,34,29,37,20,9,4,6,12,6,5,4,1,2,1,2,6
188,9,44,42,55,49,45,32,32,16,19,17,4,2,6,3,0,0,2,2,1,3
250,3,39,43,70,51,35,27,29,19,19,4,7,7,6,4,5,3,0,0,3,9
253,8,49,56,60,53,29,26,27,22,14,8,4,3,5,6,2,1,1,4,0,5
301,6,45,57,55,45,44,26,22,12,14,10,7,7,3,8,3,3,1,1,1,13
303,4,37,60,64,52,34,21,34,24,11,13,6,2,6,3,3,2,0,1,1,5
346,6,36,56,68,41,36,28,30,17,14,10,11,4,4,6,3,1,2,0,1,9
356,11,45,65,63,44,29,19,32,13,15,10,7,8,4,4,2,3,1,1,0,7
567,8,33,44,70,58,48,19,25,16,14,10,9,5,8,2,4,1,1,1,1,6
600,8,37,46,62,54,38,36,21,16,22,7,5,6,7,6,2,2,0,1,1,6
683,6,33,47,58,58,35,27,23,22,14,15,11,9,7,3,2,4,0,0,1,8
1048,10,41,69,60,41,44,27,18,22,12,8,5,6,7,3,2,4,0,3,0,1
428,10,37,59,71,49,38,26,23,17,13,11,7,5,5,2,3,0,0,1,2,3
477,5,53,38,65,40,34,32,24,21,19,13,7,8,7,4,5,3,1,1,0,2
711,13,39,51,58,48,34,26,32,20,8,8,10,8,6,2,2,1,4,4,0,8
843,13,44,54,58,49,47,27,20,15,13,9,5,5,2,4,5,3,0,1,0,8
914,7,26,55,53,57,35,40,18,22,10,15,10,7,4,4,6,0,1,2,3,7
29,8,45,45,66,33,43,33,23,17,19,12,6,9,4,3,2,2,2,1,2,6
160,10,35,41,57,58,29,27,26,18,10,9,10,17,4,5,5,3,4,2,0,11
208,11,34,53,65,49,36,17,31,23,8,5,16,4,6,4,4,2,2,5,1,5
285,7,25,59,63,41,38,22,28,27,16,9,8,6,4,2,3,4,1,2,0,16
370,5,36,54,54,51,34,25,32,24,16,11,9,5,8,3,4,1,1,0,1,7
614,6,25,48,72,46,47,28,14,12,13,12,14,7,3,6,10,2,0,2,3,11
888,9,35,46,63,44,38,44,10,11,19,17,14,5,2,6,3,3,0,2,2,8
1029,11,35,70,59,50,27,30,22,24,10,13,10,7,3,2,2,1,1,0,1,3
195,7,33,66,56,42,44,30,21,22,13,12,10,6,6,4,2,2,2,0,1,1
220,10,24,60,55,42,40,27,37,22,10,8,10,4,4,2,7,2,1,0,3,12
293,11,32,47,56,34,34,35,34,21,17,14,16,3,2,5,2,3,2,2,2,8
414,7,39,54,68,44,31,31,18,15,15,9,12,7,3,6,3,1,1,2,2,12
555,9,43,56,48,44,39,28,24,13,19,14,6,11,8,5,4,3,1,0,1,4
585,9,35,54,70,46,44,16,32,26,11,12,4,6,2,2,2,2,3,1,0,3
821,7,31,54,58,46,28,46,29,17,12,15,9,4,10,4,1,3,1,1,1,3
846,9,39,50,56,56,43,20,17,20,17,9,6,10,9,4,4,1,0,1,1,8
872,5,39,60,64,49,23,25,26,18,21,12,10,5,4,6,4,1,1,0,2,5
968,5,31,50,73,43,36,28,21,20,15,9,10,10,7,7,4,1,1,2,0,7
1165,8,38,50,66,45,36,29,23,21,11,7,15,7,8,3,4,2,2,2,0,3
223,6,28,43,57,43,41,24,34,22,12,19,9,8,7,6,1,2,2,4,1,10
262,11,35,50,62,46,30,25,30,13,12,16,10,10,4,7,1,3,2,3,2,7
368,15,34,66,51,42,37,24,14,23,18,17,10,8,4,3,0,1,1,1,1,9
397,6,42,52,44,40,46,30,33,23,14,14,4,8,4,2,4,3,1,2,0,7
641,8,30,65,68,52,29,28,16,16,20,15,10,4,2,5,3,2,1,1,1,3
654,1,31,44,66,50,33,28,27,23,13,14,12,10,2,5,4,4,1,3,1,7
728,8,32,59,52,39,38,26,24,18,13,16,12,11,7,7,7,2,1,3,1,3
967,8,53,42,68,53,35,26,12,25,12,10,7,7,4,7,4,1,0,1,1,3
1107,4,39,59,61,42,37,24,22,19,18,12,10,11,3,0,5,4,1,1,1,6
7,8,38,61,49,48,50,23,24,14,12,10,12,3,5,2,2,2,2,0,2,11
49,6,50,48,65,39,55,24,22,24,11,4,9,4,3,4,0,1,3,1,2,3
63,6,42,43,70,52,35,27,21,17,11,9,7,7,7,5,2,1,1,2,1,12
116,6,33,51,47,44,44,24,26,26,13,9,4,6,7,6,5,4,2,0,5,16
138,4,37,60,66,52,38,32,25,14,14,8,3,3,4,5,1,2,0,1,2,7
327,11,37,58,75,43,27,24,25,13,8,13,5,7,6,5,6,2,1,0,1,11
349,4,37,50,66,52,27,26,19,23,15,12,13,9,6,5,5,1,1,0,0,7
377,8,31,43,57,55,34,34,33,13,15,14,14,9,2,1,2,3,1,1,4,4
380,8,41,60,52,46,40,24,21,17,12,13,6,7,4,3,4,6,3,1,1,9
516,9,32,66,58,46,43,29,20,11,11,12,5,6,7,6,6,1,0,1,1,8
702,8,47,47,54,48,38,30,19,18,12,13,8,6,8,2,3,1,1,1,2,12
725,7,25,61,53,50,43,25,31,17,14,6,8,7,5,5,6,4,2,0,0,9
807,7,36,47,50,42,39,34,30,15,17,15,10,1,6,1,9,2,1,1,2,13
910,8,25,51,55,58,41,38,20,21,12,9,11,5,6,4,5,0,0,2,3,4
315,10,31,42,62,52,39,29,27,24,11,9,5,8,6,7,2,1,2,1,2,7
330,5,45,51,64,36,33,23,33,14,9,15,6,7,9,5,4,2,4,2,0,10
830,10,38,51,55,36,39,27,31,24,15,11,8,11,5,6,1,1,1,1,1,5
839,20,48,48,56,42,41,22,25,13,13,11,7,5,4,4,7,2,2,0,0,7
925,8,44,55,56,52,47,28,23,13,11,12,5,5,6,4,3,2,2,0,0,1
131,4,33,49,55,40,44,29,23,23,12,13,15,10,7,4,5,1,2,1,1,5
217,11,43,47,55,52,28,21,28,25,10,12,12,5,8,4,4,1,0,0,1,9
622,11,45,60,51,38,38,27,23,14,9,15,12,2,4,5,1,3,2,2,3,11
718,3,39,51,71,53,41,22,27,17,14,5,7,8,7,5,2,0,0,1,1,2
24,5,29,60,66,49,33,29,25,17,18,10,7,6,5,2,6,2,2,2,0,2
79,10,31,57,48,56,38,33,27,16,10,10,10,7,7,3,4,2,2,0,1,3
308,5,23,38,52,55,44,33,22,29,14,14,8,8,6,11,1,0,3,0,2,7
413,12,40,57,59,48,27,23,20,21,16,13,3,4,8,5,2,4,4,1,0,8
596,7,31,36,53,39,43,28,28,27,17,18,15,8,6,4,2,1,0,2,1,9
651,6,31,57,59,44,36,26,25,15,19,11,11,8,3,5,4,1,1,0,1,12
1034,8,46,60,48,46,42,29,26,16,11,9,7,6,4,2,4,2,1,0,1,7
1094,2,39,57,59,48,38,21,18,23,19,13,10,7,4,2,3,1,2,4,1,4
181,7,38,58,62,58,26,24,20,23,11,9,7,5,6,5,4,1,1,1,1,7
345,8,34,51,54,51,33,35,28,28,11,6,7,7,5,3,1,2,1,1,2,6
439,6,38,53,69,43,35,14,28,19,13,14,5,10,5,4,1,0,1,2,2,12
547,3,40,62,58,42,28,32,23,20,16,11,10,7,5,5,5,0,0,0,1,6
980,10,44,56,59,42,37,31,24,16,7,11,8,4,3,7,1,1,2,1,0,10
1443,7,45,61,57,37,36,30,20,25,9,12,9,8,3,6,2,1,0,1,0,5
77,5,29,60,54,52,30,36,26,17,13,10,9,4,8,4,2,0,3,3,1,7
112,7,34,56,41,36,41,32,29,17,12,18,5,6,6,9,8,2,3,3,0,8
239,13,31,50,58,56,32,20,17,23,14,14,6,6,5,4,4,2,4,3,0,11
361,4,30,65,53,52,36,22,23,12,17,18,7,12,5,6,5,0,1,0,0,5
445,6,41,71,52,61,31,30,22,13,12,12,6,2,3,1,1,1,2,0,3,3
638,9,32,44,54,53,48,32,25,20,11,7,3,6,10,6,2,0,0,3,0,8
736,5,35,47,48,50,38,25,32,22,11,8,13,9,5,9,4,3,2,1,0,6
824,5,38,43,63,42,36,29,29,18,21,17,6,6,2,5,2,4,1,1,1,4
1733,6,44,43,61,53,37,36,20,16,16,11,7,11,2,3,1,2,1,0,0,3
134,8,27,43,60,55,35,21,20,20,29,13,10,10,3,3,4,1,3,1,0,6
400,14,22,56,63,53,36,32,15,17,9,10,14,5,7,4,3,1,2,2,0,7
558,6,32,53,54,44,33,27,23,27,12,16,7,9,2,6,5,2,2,0,3,9
583,1,29,63,53,41,43,22,26,20,18,12,7,11,4,3,3,4,1,1,0,10
669,7,35,44,58,45,28,32,26,29,15,9,9,8,10,6,4,2,1,0,1,3
695,6,39,57,43,54,32,35,19,20,13,9,5,8,4,9,2,3,2,2,1,9
746,7,40,55,75,41,35,19,19,26,15,3,6,9,2,2,5,4,0,2,2,5
852,7,31,52,58,47,41,26,29,19,20,7,8,6,4,4,7,3,1,0,1,1
1417,8,40,62,72,55,29,34,20,13,7,12,4,6,2,4,0,2,0,1,0,1
1564,9,26,61,63,67,37,28,13,16,8,7,6,6,5,4,2,5,0,1,1,7
136,6,30,44,57,40,37,38,20,21,20,13,9,11,2,5,2,6,1,0,1,8
215,4,35,60,66,40,32,33,18,15,22,15,8,6,0,3,1,1,1,0,4,7
427,4,39,52,66,41,38,27,26,19,11,13,6,9,3,3,1,2,1,1,0,9
449,11,28,56,69,45,41,25,22,19,7,9,7,7,6,3,3,2,1,1,2,7
494,5,44,50,52,48,37,31,21,22,12,11,6,7,7,3,5,2,0,1,0,7
535,11,36,41,62,46,37,25,27,20,14,10,7,13,5,6,3,0,3,1,0,4
1309,4,46,61,59,52,41,34,20,11,13,11,7,1,4,3,1,1,1,0,0,1
1517,5,38,57,58,48,39,30,29,19,9,13,5,7,2,2,3,3,0,1,1,2
57,9,26,44,54,49,37,36,34,21,13,14,3,7,5,1,4,2,3,2,1,5
61,10,36,49,56,54,37,32,26,14,10,14,6,3,1,3,4,2,3,0,2,8
97,7,32,58,45,57,34,22,19,26,10,14,8,5,9,4,1,1,1,2,1,14
164,11,30,62,62,50,33,30,26,11,12,9,9,5,5,3,3,2,2,0,1,4
1061,7,36,60,56,55,35,23,21,23,8,13,4,5,9,4,2,0,2,1,1,5
1116,3,28,56,59,51,39,42,20,18,14,10,6,4,4,1,4,1,4,2,0,4
1194,7,29,48,53,56,39,36,19,19,14,14,11,9,4,4,0,2,3,0,0,3
235,14,38,51,69,46,29,22,24,20,8,15,6,6,2,3,3,3,1,0,0,9
325,8,38,52,63,51,30,33,21,10,13,10,5,5,9,4,4,1,0,1,1,10
329,8,44,55,52,49,39,26,17,13,20,12,6,4,2,6,4,2,1,2,0,7
348,2,36,60,70,32,41,26,26,16,11,10,5,6,7,5,1,4,0,3,0,8
655,12,35,52,44,43,39,26,32,22,18,20,8,4,3,2,0,1,3,0,0,5
793,6,40,61,73,41,38,24,19,15,16,10,6,6,4,2,2,1,0,0,1,4
868,8,34,55,57,42,35,30,25,21,12,15,10,4,2,4,4,3,2,1,2,3
971,7,41,68,56,52,35,23,17,23,10,8,5,3,5,5,2,1,1,1,1,5
71,3,49,55,69,54,44,13,19,16,5,11,7,7,2,2,2,1,0,1,1,7
423,10,30,46,67,49,33,31,27,17,15,7,12,4,4,5,2,1,0,2,0,6
613,6,25,50,56,50,40,30,21,12,21,13,15,1,6,6,1,2,1,0,4,8
623,4,29,53,46,51,33,27,21,24,20,15,7,8,7,3,5,2,1,0,2,10
790,10,39,56,55,53,37,25,15,13,14,11,8,8,7,5,3,1,1,1,1,5
1018,7,42,45,59,39,30,43,22,16,8,17,10,9,4,4,4,3,0,2,1,3
1231,14,37,52,70,41,41,32,17,17,16,10,3,3,8,0,4,1,1,0,1,0
1371,8,37,56,64,55,32,21,19,20,19,10,7,6,3,2,2,1,2,1,1,2
1402,4,41,62,59,63,30,20,25,12,6,8,3,8,4,6,3,1,3,3,1,6
1726,14,39,62,62,55,27,23,17,18,10,8,10,3,6,3,4,0,0,1,1,5
1,8,27,50,64,49,30,23,20,27,16,14,8,9,5,3,0,2,3,3,0,6
245,7,41,43,49,53,37,27,29,16,11,10,9,5,5,4,5,1,2,1,2,10
403,11,40,56,42,41,36,28,24,23,16,8,8,7,8,2,4,1,1,0,1,10
429,9,31,48,55,51,56,24,21,12,9,12,6,5,7,3,3,1,0,3,2,9
1195,10,40,65,60,45,38,25,22,20,5,7,4,7,7,3,2,1,0,0,0,6
93,4,27,45,49,53,37,21,36,22,12,14,7,5,8,3,4,4,0,2,5,8
337,9,41,56,50,60,37,22,15,12,7,14,10,2,7,3,4,1,2,2,1,11
1097,8,33,47,63,56,42,28,25,18,15,8,1,6,6,4,3,1,0,2,0,0
42,8,37,56,66,45,34,21,16,15,14,12,8,6,6,3,5,4,1,0,2,6
198,7,40,60,58,41,30,19,23,18,16,13,12,3,5,4,4,3,2,1,1,5
634,6,39,44,51,45,38,29,25,24,12,13,7,6,4,4,2,3,3,1,1,8
701,9,42,57,64,46,32,28,25,16,11,10,6,3,0,6,3,0,3,1,0,3
750,11,35,49,54,45,44,25,17,23,13,11,6,5,2,5,3,2,0,2,2,11
898,10,28,51,55,64,32,23,20,24,14,16,4,5,4,2,3,2,2,1,2,3
151,7,26,53,53,45,51,25,21,10,16,6,11,7,11,1,1,1,3,2,3,11
241,14,36,45,66,38,27,30,31,22,16,9,7,4,4,5,3,1,0,2,0,4
289,6,40,45,67,39,33,28,29,22,6,16,11,2,5,4,3,2,0,1,0,5
451,1,28,54,51,49,31,33,28,23,10,12,10,5,5,3,0,4,3,3,4,7
517,8,33,50,49,49,39,21,32,29,10,14,7,6,2,3,1,2,0,1,1,7
539,6,37,48,54,48,35,30,21,21,9,8,11,5,3,3,6,4,3,1,2,9
541,12,35,56,57,33,34,26,20,17,7,13,10,7,4,7,5,1,6,1,0,13
884,8,36,53,52,48,34,33,24,18,15,7,7,7,7,2,6,1,0,1,0,5
930,6,50,47,63,42,43,25,26,15,6,10,9,6,4,2,3,4,0,1,1,1
965,8,37,56,64,43,43,18,22,14,14,9,5,7,8,3,3,1,0,0,1,8
988,7,29,52,50,60,38,27,22,16,12,10,8,10,5,4,6,1,0,0,0,7
995,8,23,50,60,51,39,18,27,18,10,15,4,7,10,2,5,3,3,1,0,10
1131,4,41,45,68,48,39,22,25,16,11,8,9,4,5,9,2,3,0,3,0,2
60,8,24,50,61,47,42,20,28,18,12,11,5,8,7,4,3,2,1,2,4,6
381,6,42,46,59,45,39,26,31,17,10,11,5,6,2,6,5,2,2,0,2,1
408,5,36,52,61,49,29,23,30,14,11,15,6,7,5,2,4,3,1,1,2,7
425,13,37,54,51,43,30,32,23,14,10,15,10,6,4,6,3,3,0,0,0,9
559,5,46,58,60,42,31,27,18,18,13,14,6,7,4,5,3,0,2,0,2,2
677,8,48,47,66,38,30,28,20,14,14,13,7,5,4,3,4,2,1,2,1,8
710,8,38,61,43,32,38,33,25,22,12,11,5,4,5,5,2,5,0,2,4,8
963,6,40,49,62,42,40,21,24,14,24,10,6,6,6,2,5,3,0,0,0,3
1208,2,48,59,57,48,31,17,19,17,8,18,13,8,7,4,1,1,1,1,0,3
210,6,35,45,59,41,39,36,27,19,11,8,12,5,3,4,3,4,0,0,1,4
341,3,37,35,51,50,34,32,22,23,21,13,7,6,8,2,1,1,2,3,3,8
342,6,25,44,56,58,31,35,21,19,16,12,8,3,4,0,8,2,2,2,2,8
410,4,43,60,61,39,34,21,21,19,15,12,4,9,2,5,4,2,0,0,1,6
714,4,36,64,51,45,44,15,20,17,16,12,7,6,3,4,2,4,0,1,0,11
748,6,33,46,54,45,46,26,24,16,12,17,9,4,8,2,2,1,0,1,3,7
815,6,33,55,49,41,30,38,27,20,10,9,9,7,7,5,6,5,2,0,1,2
850,9,39,58,54,42,36,30,27,16,13,12,8,4,0,3,4,2,1,0,0,4
1481,6,32,56,56,48,33,29,28,27,19,5,7,2,1,4,0,1,1,0,2,5
153,9,47,49,67,51,45,22,17,14,7,7,3,6,4,3,3,0,0,0,1,6
202,6,31,59,62,49,33,22,27,15,8,10,5,13,1,4,2,1,2,0,2,9
232,6,37,46,46,41,21,26,26,22,15,16,10,10,7,6,5,2,2,5,2,10
385,5,29,49,47,47,25,26,33,20,17,10,8,9,8,7,5,4,1,1,4,6
395,9,34,52,46,50,43,23,25,11,9,16,5,5,2,3,6,3,4,5,2,8
509,9,24,48,63,41,50,26,20,16,16,11,6,7,6,1,5,2,3,1,1,5
686,10,42,33,63,46,30,26,24,14,11,15,15,7,4,7,3,1,3,1,2,4
845,4,30,38,56,55,45,19,27,18,16,13,9,5,7,4,2,2,3,2,2,4
1033,10,38,53,58,49,37,30,12,14,12,15,4,7,5,4,0,3,0,2,1,7
1158,10,36,45,56,57,40,21,25,17,10,9,8,5,8,3,0,5,1,1,0,4
1175,7,38,63,56,49,40,14,22,21,17,9,3,3,3,1,3,2,4,1,2,3
123,4,32,59,51,49,39,20,17,20,14,12,12,10,2,7,4,0,2,3,0,3
161,9,25,49,50,48,34,30,24,27,13,10,6,9,3,3,4,5,2,1,1,7
340,4,36,66,54,44,31,29,18,12,13,19,10,4,1,4,3,0,0,1,2,9
372,6,34,49,72,47,30,15,22,10,10,16,5,7,10,4,7,4,1,1,0,10
105,9,26,53,40,47,28,40,22,22,16,13,10,5,4,2,5,4,3,0,3,7
378,6,33,51,57,49,27,32,37,18,10,9,7,5,5,3,4,2,1,1,1,1
496,14,39,44,53,52,41,26,20,14,13,10,8,5,4,3,6,1,1,1,0,4
649,4,30,60,59,49,37,20,27,14,12,5,8,5,3,5,4,1,5,0,2,9
911,11,42,71,41,35,35,34,26,15,10,10,9,3,4,2,3,1,1,1,0,5
1122,4,35,53,56,47,29,30,23,19,15,16,8,9,8,0,6,0,0,0,0,1
1202,5,37,55,60,54,37,21,17,22,13,10,6,8,3,3,3,1,1,0,1,2
1210,7,41,50,63,48,43,18,17,18,9,10,11,3,5,3,2,1,4,0,1,5
1313,3,37,59,65,46,32,23,20,18,19,10,5,3,3,2,2,1,1,1,0,9
68,9,42,42,54,50,38,19,27,19,6,15,10,3,5,3,5,1,0,2,2,6
162,5,31,48,62,49,28,25,20,22,13,13,11,3,8,4,4,3,3,3,1,2
191,10,33,58,51,52,35,16,27,23,10,8,9,3,5,2,2,1,0,1,0,12
219,6,29,55,47,51,22,25,29,19,18,16,5,9,8,3,3,1,1,3,1,7
575,4,39,41,52,43,35,32,22,25,16,11,6,5,5,4,5,3,2,1,2,5
1404,8,27,40,70,46,38,32,25,18,11,10,6,7,4,2,6,3,0,0,0,5
1454,7,35,53,61,57,33,39,12,17,10,11,5,3,2,3,1,1,2,0,4,2
106,8,30,47,60,43,29,22,21,25,14,9,6,9,5,10,4,3,0,3,2,7
178,5,22,51,54,51,34,25,23,30,8,11,10,7,6,7,4,3,1,1,0,4
265,6,26,60,50,48,37,26,25,19,12,8,9,1,4,5,3,4,2,0,1,11
514,5,30,39,55,54,36,29,22,12,18,13,8,7,6,2,5,0,3,3,1,9
533,2,40,63,46,47,37,29,20,15,13,10,5,3,9,3,1,3,1,2,1,7
848,6,43,42,59,42,38,28,16,22,13,15,5,6,4,6,5,0,0,3,0,4
893,4,48,40,49,39,42,28,22,20,13,12,9,6,5,4,4,2,3,1,1,5
997,5,40,51,55,44,40,27,21,16,9,6,10,8,7,6,4,2,1,1,0,4
108,11,29,55,56,44,29,32,18,16,12,10,14,7,0,5,6,4,0,0,0,8
849,9,35,67,49,41,36,25,20,15,12,14,8,6,2,3,0,1,1,0,1,11
1180,4,33,45,57,41,55,31,22,14,18,13,2,5,4,4,3,2,0,1,0,2
83,6,31,46,56,43,48,21,22,16,13,13,7,7,9,3,2,1,1,3,2,5
84,6,33,43,62,38,33,26,30,27,11,8,7,8,5,4,2,2,2,1,0,7
102,5,33,46,75,48,26,28,22,24,17,4,7,5,7,2,1,1,1,1,0,2
174,9,40,48,46,48,37,35,19,11,13,12,8,8,3,6,3,1,1,0,0,7
275,15,31,39,74,46,38,30,22,8,10,9,7,6,5,3,1,6,0,1,0,4
288,8,30,56,43,49,32,32,20,9,14,18,11,4,4,7,4,1,1,0,3,9
647,9,36,52,57,48,24,29,20,18,16,9,6,4,4,6,3,0,2,1,2,9
699,15,32,56,45,45,41,26,17,18,21,3,6,5,4,6,2,1,1,1,1,9
